类名,函数名,覆盖分支数,总分支数,覆盖率
#,PriceRiskFunction,0,4,0.0%
#,GetContextBasicsInfo,0,2,0.0%
#,CheckArbState,2,2,100.0%
#,CheckSysState,1,2,50.0%
#,GetEntrustDirectionIndex,10,12,83.33%
#,ChangeStockFeeTypeToInt,5,8,62.5%
#,GetFeeTypeIndex,3,12,25.0%
#,GetExchangeIndex,21,22,95.45%
#,GetExchangeType,14,24,58.33%
#,CalcEntrustStatus,0,8,0.0%
#,GetEntrustStatusInDeal,0,4,0.0%
#,GetEntrustStatusInWdCfm,0,4,0.0%
#,getStockFeeType,2,2,100.0%
#,CalcFee,20,44,45.45%
#,CheckFund,0,2,0.0%
#,CheckStockEnable,3,4,75.0%
#,CheckInsHoldEnable,4,6,66.67%
#,CheckOrderPriceLimit,3,4,75.0%
#,CheckPriceInterval,6,8,75.0%
#,CheckSTBoardOrderAmountAndUnit,4,24,16.67%
CheckSTBoardOrderAmountAndUnit>>,operator(),0,6,0.0%
#,CheckOrderAmountLimit,6,6,100.0%
#,CheckStockStop,2,2,100.0%
#,CHeckMarketOrderCommand,8,8,100.0%
#,CheckOrderUnit,5,34,14.71%
CheckOrderUnit>>,operator(),0,6,0.0%
#,CheckAssetAuth,0,4,0.0%
#,GetOrginEntrustByNo,0,0,--
#,AssetPush,5,10,50.0%
#,SetRspQryAsset,0,0,--
#,CombiPush,5,10,50.0%
#,SetRspQryCombi,0,0,--
#,FundPush,6,14,42.86%
#,SetRspQryFund,0,0,--
#,CheckDupDealRtn,0,4,0.0%
#,CheckEtfDupDealRtn,0,16,0.0%
#,GetOrginEntrustByRefer,0,0,--
#,CheckOrderActionEntrustStatus,2,2,100.0%
#,CHeckPriceType,10,12,83.33%
#,CheckDupRtn,0,4,0.0%
#,CheckEtfDupRtn,0,4,0.0%
#,GetInstanceHold,0,4,0.0%
#,CheckAllActionQueryFilter,0,2,0.0%
#,NewPushAtAllDim,3,8,37.5%
#,NewStockPushRecordForRevoke,0,2,0.0%
#,NewStockPushRecord,3,6,50.0%
#,NewStockEtfPushRecord,0,6,0.0%
#,PushStockMsg,4,10,40.0%
#,PushEtfMsg,0,8,0.0%
#,PushTradeMsg,0,2,0.0%
#,PushEtfTradeMsg,0,8,0.0%
#,GetEnableFormulaHashKey,0,0,--
#,GetCashEnableFormulaHashKey,0,0,--
#,GetSecurityIndex,0,14,0.0%
#,CalcCashEnableValue,1,2,50.0%
#,CalcCashEnableValueTN,3,4,75.0%
#,UpdateCashEnableValue,5,8,62.5%
#,ModCashEnableValue,2,4,50.0%
#,UpdateCashEnableValueAndCashFactor,4,8,50.0%
#,SendToUnionRiskRevoke,0,2,0.0%
#,SendToUnionRiskWithcfm,0,2,0.0%
#,SendToUnionRiskDeal,0,2,0.0%
#,SendToUnionRiskActionRevoke,0,2,0.0%
#,OfferStockOrder,2,8,25.0%
#,OfferStockActionOrder,0,8,0.0%
#,WriteTodbOfUpdateDoubtFlag,0,2,0.0%
#,CurrTimeTranfSecond,0,2,0.0%
#,CalculateEffectiveReportPriceRange,0,36,0.0%
#,CalculateProtectivePriceLimit,0,32,0.0%
#,StockWriteTodbTpl,1,2,50.0%
#,SetTerminalInformation,13,18,72.22%
#,SetEntrustTodbData,2,2,100.0%
#,SetWithEntrustTodbData,0,10,0.0%
#,SetConfirmRtnTodbData,0,0,--
#,SetRevokeRtnTodbData,0,0,--
#,SetWdCfmTodbData,0,4,0.0%
#,SetWdRvkTodbData,0,2,0.0%
#,NewPushAtSingleDim,0,6,0.0%
#,CalcHoldEnableValue,3,6,50.0%
#,ModHistoryHoldFactorValue,0,2,0.0%
#,UpdateHoldEnableValue,1,24,4.17%
#,UpdateHoldEnableValueAndHoldFactor,0,20,0.0%
#,GetStockPositionSeatIndex,2,12,16.67%
#,WritSingleDateSyncRedo,0,2,0.0%
WritSingleDateSyncRedo>>,operator(),0,0,--
ITimeStamp,GetTimeNs,0,0,--
LdpMsg,IsUstType,0,0,--
LdpMsg,IsDelayAnalysis,0,0,--
LdpMsg,IsCompress,0,0,--
LdpMsg,IsTestOnly,0,0,--
LdpMsg,IsRequest,0,0,--
LdpMsg,IsResponse,0,0,--
LdpMsg,IsErrorRsp,0,0,--
LdpMsg,GetType,0,0,--
LdpMsg,SetDelayAnalysis,0,0,--
LdpMsg,SetCompress,0,0,--
LdpMsg,SetTestOnly,0,0,--
LdpMsg,SetRequest,0,0,--
LdpMsg,SetResponse,0,0,--
LdpMsg,SetErrorRsp,0,0,--
LdpMsg,ClearDelayAnalysis,0,0,--
LdpMsg,ClearCompress,0,0,--
LdpMsg,ClearTestOnly,0,0,--
LdpMsg,SetSystemNo,0,0,--
LdpMsg,GetSystemNo,0,0,--
LdpMsg,SetToMaster,0,0,--
LdpMsg,SetToBackup,0,0,--
LdpMsg,SetToMasterAndBackup,0,0,--
LdpMsg,IsToMaster,0,0,--
LdpMsg,IsToBackup,0,0,--
LdpMsg,IsToMasterAndBackup,0,0,--
LdpMsg,GetExtHead,0,2,0.0%
LdpMsg,InitHead,0,0,--
LdpMsg,InitHeadFrom,0,0,--
LdpException,code,0,0,--
LdpException,what,0,0,--
ILdpPlugin,GetState,0,0,--
ILdpPlugin,GetProgress,0,0,--
CUstDataImpl,MproxyInit,0,0,--
CUstDataImpl,MproxyExit,0,0,--
CUstDataImpl,GetConfig,0,0,--
CUstDataImpl,GetBizProc,0,0,--
CUstDataImpl,GetConcurrencyFactor,0,0,--
CUstDataImpl,GetConcurrencyIndex,0,0,--
CUstDataImpl,GetLdpHost,0,0,--
CUstDataImpl,SetSysInitedTimestamp,0,0,--
CUstDataImpl,GetSysInitedTimestamp,0,0,--
CUstDataImpl,GetSubscriberCount,0,0,--
CUstDataImpl,GetLogLevel,0,0,--
CUstDataImpl,IsHaMode,0,0,--
CUstDataImpl,GetExternSysType,0,0,--
CUstDataImpl,GetCutBackSysType,0,0,--
CUstDataImpl,GetTraderCode,0,0,--
CUstDataImpl,GetTraderIndex,0,0,--
CReadWriteLock,CReadWriteLock,0,0,--
CReadWriteLock,~CReadWriteLock,0,0,--
CReadWriteLock,ReadLock,0,0,--
CReadWriteLock,ReadUnLock,0,0,--
CReadWriteLock,WriteLock,0,0,--
CReadWriteLock,WriteUnLock,0,0,--
CLoginBase,CLoginBase,0,0,--
IEntrust,AddRealDeal,0,2,0.0%
IEntrust,GetRealDeal,0,2,0.0%
IEntrust,GetRealDealCount,0,0,--
CDynamicArray,CDynamicArray<T>,0,0,--
CDynamicArray,~CDynamicArray<T>,0,0,--
CDynamicArray,Reserve,0,6,0.0%
CDynamicArray,SetMaxCapacity,0,4,0.0%
CDynamicArray,Add,0,2,0.0%
CDynamicArray,Get,0,0,--
CDynamicArray,GetIndex,0,2,0.0%
CDynamicArray,Sort,0,0,--
CDynamicArray,GetCount,0,0,--
CDynamicArray,GetCapacity,0,0,--
CDynamicArray,CompareSort,0,0,--
CDynamicArray,Lock,0,0,--
CDynamicArray,Unlock,0,0,--
CDictArray,CDictArray<K,,2,--
CDictArray,GetByKey,0,0,--
CDictArray,GetByIndex,0,4,0.0%
CDictArray,CreateRecord,0,0,--
CDictArray,GetIndexByKey,0,0,--
CBizContext,GetConnectID,0,0,--
CBizContext,GetGlobalData,0,0,--
CBizContext,GetOpenToUniRisk,0,0,--
CBizContext,SetNextSystem,0,0,--
CBizContext,GetNextSystem,0,0,--
CBizContext,GetThreadNo,0,0,--
CBizContext,GetAccountIndex,0,0,--
CBizContext,GetSessionIndex,0,0,--
CBizContext,GetMsgWriter,0,0,--
CBizContext,GetMutithreadFrameObj,0,0,--
CBizContext,GetRedoWriter,0,0,--
CBizContext,GetLogLevel,0,0,--
CBizContext,getLdpContext,0,0,--
CTraceIDLogWrapper,SetFlag,0,2,0.0%
CTraceIDLogWrapper,AddInt32,0,2,0.0%
CTraceIDLogWrapper,AddInt64,0,2,0.0%
CTraceIDLogWrapper,AddDouble,0,2,0.0%
CTraceIDLogWrapper,AddStr,0,2,0.0%
CTraceIDLogWrapper,AddStrNoCopy,0,2,0.0%
CTraceIDLogWrapper,AddChar,0,2,0.0%
CTraceIDLogWrapper,Init,0,0,--
CTraceIDLogWrapper,Set,0,0,--
CTraceIDLogWrapper,Finish,0,2,0.0%
IBizData,OnTimer,0,0,--
IBizData,OnCleanConfirm,0,0,--
IBizData,OnCleanPrepare,0,0,--
IBizData,OnCleanFinish,0,0,--
ILdpHost,GetState,0,0,--
SOptionalFields,GetOptionalFieldVal,14,24,58.33%
CSysarg,CSysarg,0,0,--
CSysarg,~CSysarg,0,0,--
CUstFutex,Lock,0,0,--
CUstFutex,UnLock,0,0,--
CSubscriber,GetID,0,0,--
CSubscriber,SetTraderId,0,0,--
CSubscriber,GetTraderId,0,0,--
CUstTmThread,CUstTmThread,2,2,100.0%
CUstTmThread,Init,2,2,100.0%
CUstTmThread,InitPoint,2,2,100.0%
CUstTmThread,SetBlock,0,0,--
CUstTmThread,SetRecordHeader,4,4,100.0%
CUstTimeMonitor,rte_rdtsc_raw,0,0,--
CUstTimeMonitor,rte_rdtsc,0,0,--
CUstTimeMonitor,ThreadAllocBlock,4,6,66.67%
CUstTimeMonitor,CUstTimeMonitor,4,4,100.0%
CUstTimeMonitor,GetAutoThreadNo,0,2,0.0%
CUstTimeMonitor,GetMaxRecordThreadCount,0,0,--
CUstTimeMonitor,GetCurrectRecordHeader,2,4,50.0%
CUstTimeMonitor,GetTimeStr,0,2,0.0%
CUstTimeMonitor,getCpuMHz,0,0,--
#,ConvertInt,13,26,50.0%
#,ConvertDouble,0,0,--
#,itoa,10,10,100.0%
CTransParamField,Get,0,2,0.0%
CTransParamField,Set,0,0,--
CTransParamField,SetPartionGateWayInfo,0,0,--
CCombiHolder,CCombiHolder,0,0,--
COptCode,COptCode,0,0,--
CSecurityInfo,CSecurityInfo,0,0,--
CEtfStocklist,CEtfStocklist,0,0,--
CEtfBasicInfo,CEtfBasicInfo,0,0,--
CEtfBasicInfo,CEtfBasicInfo,0,0,--
CEtfBasicInfo,CheckEtfStocklist,0,0,--
CEtfBasicInfo.,operator(),0,0,--
CEtfBasicInfo,GetEtfStocklist,0,2,0.0%
CExcharg,CExcharg,0,0,--
CExcharg,~CExcharg,0,0,--
SBatchEntrustInfo,SBatchEntrustInfo,0,0,--
SEntrustInfo,SEntrustInfo,0,0,--
CSerialInfo,GetEntrustCount,0,0,--
CBranchInfo,CBranchInfo,0,0,--
CLayer,GetRuleStockHoldCnt,0,0,--
CLayer,CLayer,0,0,--
CSeat,GetTransParam,4,6,66.67%
CSeat,StoreSeatGroupInfo,0,0,--
CSeat,RemoveSeatGroupInfo,0,4,0.0%
CSeatGroup,CSeatGroup,0,0,--
CSeatGroup,AddSeat,0,0,--
CSeatGroup,RemoveSeat,0,0,--
CETFRealDeal,GetTradeType,0,0,--
CStockRealDeal,GetTradeType,0,0,--
CStockCode,CStockCode,2,2,100.0%
CStockPush,CStockPush,0,0,--
CStockPush,GetTradeType,0,0,--
CStockEntrust,Lock,0,2,0.0%
CStockEntrust,UnLock,0,0,--
CFund,CFund,0,0,--
CFund,GetGlobalIndex,0,0,--
CDept,CDept,0,0,--
CStockHoldRealHold,CStockHoldRealHold,0,0,--
CInstance,~CInstance,0,0,--
CAccountGroup,CAccountGroup,0,0,--
CStockHolder,CStockHolder,0,0,--
CRiskEntrust,CRiskEntrust,0,0,--
CRiskEntrust,~CRiskEntrust,0,0,--
CExternSys,GetEntrustByReportNo,0,2,0.0%
CTradeDay,CTradeDay,0,0,--
CTradeDay,~CTradeDay,0,0,--
CStockFeeMgr,GetFirstsHashKey,0,0,--
CStockFeeMgr,GetSecondsHashKey,0,0,--
SRedoRiskOrderFiled,GetDetail,0,0,--
SCashEnableFactorField,SCashEnableFactorField,0,0,--
CTradebalance,CTradebalance,0,0,--
CStockHoldCostSum,CStockHoldCostSum,0,0,--
CSpecialStockHold,CSpecialStockHold,0,0,--
CRuleStockHold,CRuleStockHold,0,0,--
CFactorParamType,CFactorParamType,0,0,--
CFactorParamType,clear,0,0,--
CStockPoolCheck,CStockPoolCheck,0,0,--
CStockPoolType,CStockPoolType,2,2,100.0%
CRuleFactor,CRuleFactor,0,0,--
CRuleFactor,clear,0,4,0.0%
CRuleFactor,ContainParam,0,0,--
CRuleFactor,GetParamValueCount,0,0,--
CRuleFactor,GetParamValue,0,0,--
CRiskOperator,CRiskOperator,0,0,--
CRuleSet,CRuleSet,0,0,--
CRuleSet,clear,0,2,0.0%
CDimStock,CDimStock,0,0,--
CDimStock,GetTradebalanceSumCnt,0,0,--
CDimStock,GetDimStockCnt,0,0,--
CStockType,CStockType,0,0,--
CStockType,GetTradebalanceSum,3,4,75.0%
CVirStocktype_SeatGroup,CVirStocktype_SeatGroup,0,0,--
CVirStocktype_SeatGroup,GetTradebalance,0,0,--
CStockType_SeatGroup,CStockType_SeatGroup,0,0,--
CStockType_SeatGroup,GetTradebalance,0,0,--
CVirtualGroup,GetRuleStockHoldCnt,0,0,--
CDimStockBak,CDimStockBak,0,0,--
CStockPool,CStockPool,0,0,--
CRuleSetBak,CRuleSetBak,0,0,--
CFactorParamTypeBak,CFactorParamTypeBak,0,0,--
CRuleFactorBak,CRuleFactorBak,0,0,--
CRiskData,CRiskData,0,0,--
CRiskData,lock,0,0,--
CRiskData,unlock,0,0,--
SRiskData,SRiskData,0,0,--
SRiskData,Lock,0,0,--
SRiskData,Unlock,0,0,--
SRuleBufSumBySingleStock,SRuleBufSumBySingleStock,0,0,--
SRuleBufSumByAllStock,SRuleBufSumByAllStock,0,0,--
SRuleProcessorMember,SRuleProcessorMember,0,0,--
SFactorProcessorMember,SFactorProcessorMember,0,0,--
CRiskOrderInfo,clear,0,0,--
CRiskOrderInfo,lock,0,2,0.0%
CRiskOrderInfo,unlock,0,0,--
SRuleWarningInfoField,SRuleWarningInfoField,0,0,--
SRuleWarningInfoField,Print,0,0,--
SRiskCombiStockHoldReal,Print,0,0,--
O45ValueConverter,RuleType2Name,6,10,60.0%
SRiskWarnFieldToO45,set,1,2,50.0%
SRiskWarnFieldToO45,to_string,0,0,--
SRiskWarnFieldToO45RiskFactor,set,0,0,--
O32ValueConverter,enDir,0,2,0.0%
SRiskWarnFieldToO32,set,0,0,--
SRiskWarnFieldToO32,to_string,0,0,--
SRiskPreCal,Clear,0,0,--
SRiskUpdateField,SRiskUpdateField,0,0,--
SRiskUpdateField,Clear,0,0,--
SRiskUpdateField,GetDetail,0,0,--
SUstRuleSetUpdateO32Req,to_string,0,0,--
SUstRuleSetUpdateReq,to_string,0,0,--
SUstRuleSetUpdateReq,operator=,0,0,--
SUstRuleLayerUpdateReq,to_string,0,0,--
SUstRuleMutexUpdateReq,to_string,0,0,--
SUstRuleUnionUpdateReq,to_string,0,0,--
SUstRuleParamUpdateReq,to_string,0,0,--
SUstRuleSetDeleteReq,to_string,0,0,--
SUstRuleStatusUpateReq,to_string,0,0,--
SUstDelStockDimPoolReq,to_string,0,0,--
SUstStockDimPoolIdReq,to_string,0,0,--
SUstStockDimPoolReq,to_string,0,0,--
SUstStockDimPoolDetailReq,to_string,0,0,--
#,CheckPosition,2,4,50.0%
#,CheckPositionBasicData,0,4,0.0%
CUSTRISK::CTreeNode,CTreeNode<DataType>,0,0,--
CUSTRISK::CTreeNode,SetLeft,0,0,--
CUSTRISK::CTreeNode,SetRight,0,0,--
CUSTRISK::CTreeNode,SetParent,0,0,--
CUSTRISK::CTreeNode,SetData,0,0,--
CUSTRISK::CTree,CTree<DataType>,0,0,--
CUSTRISK::CTree,Clear,0,0,--
CUSTRISK::CTree,GotoLeftMostLeaf,0,2,0.0%
CUSTRISK::CTree,PostOrderTraversal,0,4,0.0%
CUSTRISK::CTree,GetNewNode,0,0,--
CUSTRISK::CTree,SetRootIndex,0,0,--
CUSTRISK::CTree,GetNode,0,0,--
CTradebalanceSum,CTradebalanceSum,0,0,--
CTradebalanceSum,~CTradebalanceSum,0,0,--
CTradebalanceSum,Collect,0,2,0.0%
CTradebalanceSum,getQuery,0,6,0.0%
CTradebalanceSum,getCheckValue,0,10,0.0%
CTradebalanceSum,getByMode,0,0,--
CFactorRecord,WriteLock,0,2,0.0%
CFactorRecord,WriteUnlock,0,2,0.0%
CFactorRecord,ReadLock,0,2,0.0%
CFactorRecord,ReadUnlock,0,2,0.0%
CRecordLockGuard,CRecordLockGuard,1,2,50.0%
CRecordLockGuard,~CRecordLockGuard,1,2,50.0%
CStockBizContext,CStockBizContext,0,0,--
CStockBizContext,~CStockBizContext,4,6,66.67%
CStockBizContext,Init,2,2,100.0%
CStockBizContext,GetDealSerialNo,0,2,0.0%
CStockBizContext,GetGlobalAsset,0,0,--
CStockBizContext,GetCombiByID,0,0,--
CStockBizContext,GetExcharg,2,2,100.0%
CStockBizContext,GetRiskSerialNo,1,2,50.0%
CStockBizContext,GetNowRiskSerialNo,1,2,50.0%
CStockBizContext,RiskWarnInfoToDB,18,22,81.82%
UstStock::CHSInsReqModFundRealField,CHSInsReqModFundRealField,0,0,--
CUSTTable,CUSTTable<T,21,27,50.0%
CUSTTable,IsValid,0,0,--
CUSTTable,Init,0,0,--
CUSTTable,~CUSTTable<T,5,5,--
CUSTTable,CreateRecord,0,0,--
CUSTTable,Clear,0,0,--
CUSTTable,GetRecord,0,0,--
CUSTTable,GetRecordByLast,0,0,--
CUSTTable,GetRecordCount,0,0,--
CUSTTable,GetConstRecord,0,0,--
CUSTTable,GetUsedMemSize,0,0,--
CUSTTable,InvokeConstructor,0,0,--
CUSTTable,InvokeDestructor,0,0,--
CUSTTable,MakeObject,0,0,--
CUSTTable,CUSTTable<T,1,1,--
CUSTTable,Lock,0,0,--
CUSTTable,Unlock,0,0,--
wrap,wrap,0,0,--
wrap,wrap,0,0,--
wrap,wrap,0,0,--
wrap,wrap,0,0,--
wrap,wrap,0,0,--
wrap,wrap,0,0,--
wrap,wrap,0,0,--
wrap,wrap,0,0,--
wrap,wrap,2,4,50.0%
wrap,wrap,0,4,0.0%
wrap,wrap,0,0,--
wrap,wrap,0,0,--
wrap,wrap,0,0,--
wrap,wrap,0,0,--
wrap,wrap,4,8,50.0%
wrap,wrap,0,12,0.0%
wrap,wrap,0,0,--
wrap,wrap,0,0,--
wrap,~wrap,0,0,--
wrap,operator const char *,1,2,50.0%
wrap,WCharToUTF8,0,6,0.0%
wrap,GetMemmory,1,4,25.0%
wrapchar,wrapchar,0,0,--
wrapchar,wrapchar,0,0,--
wrapchar,wrapchar,0,0,--
wrapchar,wrapchar,0,0,--
wrapchar,~wrapchar,0,0,--
wrapchar,operator const char *,0,0,--
wrapfmt,wrapfmt,0,0,--
wrapfmt,~wrapfmt,0,0,--
wrapfmt,wrapfmt,0,0,--
wrapfmt,wrapfmt,0,0,--
wrapfmt,wrapfmt,0,0,--
wrapfmt,wrapfmt,0,0,--
wrapfmt,operator const char *,0,0,--
ldp::ILicInfoMgr,~ILicInfoMgr,0,0,--
CStructRtti,~CStructRtti,0,0,--
MA_BASE::CFuncItem,GetMemberSize,0,2,0.0%
MA_BASE::CFuncItem,GetMemberByIndex,0,2,0.0%
MA_BASE::CFuncItem,GetMemberByIndexByLast,0,2,0.0%
MA_BASE::CFuncItem,CFuncItem<T>,0,0,--
MA_BASE::CFuncItem,~CFuncItem<T>,0,0,--
MA_BASE::CFuncItem,Init,2,4,50.0%
MA_BASE::CFuncItem,Uninit,0,0,--
COrderTransform,COrderTransform,0,0,--
COrderTransform,Init,1,2,50.0%
COrderTransform,GetMode,0,0,--
SMemtoolTableInfo,SMemtoolTableInfo,2,2,100.0%
CUstMemTool,GetMemberFieldInfo,0,0,--
CUstMemTool,GetMemberFieldInfoByLast,0,0,--
CUstMemTool,RelaseFieldInfo,0,0,--
CUstMemTool,InitRule,0,8,0.0%
CUstMemTool,RuleMutileValueContainKey,0,2,0.0%
CUstMemTool,RefreshRuleData,0,4,0.0%
CUstMemTool,IsExistIndexRule,0,0,--
CUstMemTool,InitTableInfo,0,4,0.0%
CUstMemTool,diff_nstime,0,0,--
CUstMemTool,InitStatStep,0,2,0.0%
CUstMemTool,StatStep,0,0,--
CUstMemTool,EncodeBase64,0,8,0.0%
CUstMemTool,SetILdpHost,0,0,--
IOrderImpl,IOrderImpl,0,0,--
IOrderImpl,Init,0,0,--
IOrderImpl,SetCMCResponse,0,0,--
IOrderImpl,SetCMCRiskResponse,0,0,--
IOrderImpl,SetResponseOptional,0,0,--
IOrderImpl,SetErrorNo,0,0,--
IOrderImpl,SetChildErrorNo,0,0,--
IOrderImpl,SendToUnionRisk,0,0,--
IOrderImpl,UpdateTempTotalFrozen,0,0,--
rapidjson::GenericMember,GenericMember<Encoding,1,0,--
rapidjson::GenericMember,operator=,0,0,--
rapidjson::GenericMember,operator=,0,2,0.0%
rapidjson::,swap,0,0,--
rapidjson::GenericMemberIterator,GenericMemberIterator<Const,0,1,--
rapidjson::GenericMemberIterator,GenericMemberIterator<Const,0,1,--
rapidjson::GenericMemberIterator,operator=,0,0,--
rapidjson::GenericMemberIterator,operator++,0,0,--
rapidjson::GenericMemberIterator,operator--,0,0,--
rapidjson::GenericMemberIterator,operator++,0,0,--
rapidjson::GenericMemberIterator,operator--,0,0,--
rapidjson::GenericMemberIterator,operator+,0,0,--
rapidjson::GenericMemberIterator,operator-,0,0,--
rapidjson::GenericMemberIterator,operator+=,0,0,--
rapidjson::GenericMemberIterator,operator-=,0,0,--
rapidjson::GenericMemberIterator,operator==,0,0,--
rapidjson::GenericMemberIterator,operator!=,0,0,--
rapidjson::GenericMemberIterator,operator<=,0,0,--
rapidjson::GenericMemberIterator,operator>=,0,0,--
rapidjson::GenericMemberIterator,operator<,0,0,--
rapidjson::GenericMemberIterator,operator>,0,0,--
rapidjson::GenericMemberIterator,operator*,0,0,--
rapidjson::GenericMemberIterator,operator->,0,0,--
rapidjson::GenericMemberIterator,operator[],0,0,--
rapidjson::GenericMemberIterator,operator-,0,0,--
rapidjson::GenericMemberIterator,GenericMemberIterator<Const,0,1,--
rapidjson::GenericStringRef,GenericStringRef<CharType>,0,0,--
rapidjson::GenericStringRef,GenericStringRef<CharType>,0,0,--
rapidjson::GenericStringRef,GenericStringRef<CharType>,0,0,--
rapidjson::GenericStringRef,GenericStringRef<CharType>,0,0,--
rapidjson::GenericStringRef,operator const type-parameter-0-0 *,0,0,--
rapidjson::GenericStringRef,NotNullStrLen,0,0,--
rapidjson::,StringRef,0,0,--
rapidjson::,StringRef,0,0,--
rapidjson::internal::TypeHelper,Is,0,0,--
rapidjson::internal::TypeHelper,Get,0,0,--
rapidjson::internal::TypeHelper,Set,0,0,--
rapidjson::internal::TypeHelper,Set,0,0,--
rapidjson::internal::TypeHelper,Get,0,0,--
rapidjson::internal::TypeHelper,Set,0,0,--
rapidjson::internal::TypeHelper,Set,0,0,--
rapidjson::internal::TypeHelper,Get,0,0,--
rapidjson::internal::TypeHelper,Set,0,0,--
rapidjson::internal::TypeHelper,Set,0,0,--
rapidjson::internal::TypeHelper,Get,0,0,--
rapidjson::internal::TypeHelper,Set,0,0,--
rapidjson::internal::TypeHelper,Set,0,0,--
rapidjson::internal::TypeHelper,Get,0,0,--
rapidjson::internal::TypeHelper,Set,0,0,--
rapidjson::internal::TypeHelper,Set,0,0,--
rapidjson::internal::TypeHelper,Get,0,0,--
rapidjson::internal::TypeHelper,Set,0,0,--
rapidjson::internal::TypeHelper,Set,0,0,--
rapidjson::internal::TypeHelper,Get,0,0,--
rapidjson::internal::TypeHelper,Set,0,0,--
rapidjson::internal::TypeHelper,Set,0,0,--
rapidjson::internal::TypeHelper,Get,0,0,--
rapidjson::internal::TypeHelper,Set,0,0,--
rapidjson::internal::TypeHelper,Set,0,0,--
rapidjson::internal::TypeHelper,Get,0,0,--
rapidjson::internal::TypeHelper,Set,0,0,--
rapidjson::internal::TypeHelper,Set,0,0,--
rapidjson::internal::TypeHelper,Get,0,0,--
rapidjson::internal::TypeHelper,Get,0,0,--
rapidjson::internal::TypeHelper,Set,0,0,--
rapidjson::internal::TypeHelper,Set,0,0,--
rapidjson::internal::TypeHelper,Get,0,0,--
rapidjson::GenericValue,GenericValue<Encoding,1,0,--
rapidjson::GenericValue,GenericValue<Encoding,2,0,--
rapidjson::GenericValue,GenericValue<Encoding,10,0,0.0%
rapidjson::GenericValue,GenericValue<Encoding,25,0,0.0%
rapidjson::GenericValue,GenericValue<Encoding,4,0,--
rapidjson::GenericValue,GenericValue<Encoding,3,0,--
rapidjson::GenericValue,GenericValue<Encoding,3,0,--
rapidjson::GenericValue,GenericValue<Encoding,8,0,0.0%
rapidjson::GenericValue,GenericValue<Encoding,6,0,0.0%
rapidjson::GenericValue,GenericValue<Encoding,1,0,--
rapidjson::GenericValue,GenericValue<Encoding,1,0,--
rapidjson::GenericValue,GenericValue<Encoding,1,0,--
rapidjson::GenericValue,GenericValue<Encoding,1,0,--
rapidjson::GenericValue,GenericValue<Encoding,1,0,--
rapidjson::GenericValue,GenericValue<Encoding,1,0,--
rapidjson::GenericValue,GenericValue<Encoding,3,0,--
rapidjson::GenericValue,GenericValue<Encoding,3,0,--
rapidjson::GenericValue,~GenericValue<Encoding,21,0,0.0%
rapidjson::GenericValue,operator=,0,2,0.0%
rapidjson::GenericValue,operator=,0,0,--
rapidjson::GenericValue,operator=,0,0,--
rapidjson::GenericValue,operator=,0,0,--
rapidjson::GenericValue,CopyFrom,0,0,--
rapidjson::GenericValue,Swap,0,0,--
rapidjson::,swap,0,0,--
rapidjson::GenericValue,Move,0,0,--
rapidjson::GenericValue,operator==,0,18,0.0%
rapidjson::GenericValue,operator==,0,0,--
rapidjson::GenericValue,operator==,0,0,--
rapidjson::GenericValue,operator!=,0,0,--
rapidjson::GenericValue,operator!=,0,0,--
rapidjson::GenericValue,operator!=,0,0,--
rapidjson::,operator==,0,0,--
rapidjson::,operator!=,0,0,--
rapidjson::GenericValue,GetType,0,0,--
rapidjson::GenericValue,IsNull,0,0,--
rapidjson::GenericValue,IsFalse,0,0,--
rapidjson::GenericValue,IsTrue,0,0,--
rapidjson::GenericValue,IsBool,0,0,--
rapidjson::GenericValue,IsObject,0,0,--
rapidjson::GenericValue,IsArray,0,0,--
rapidjson::GenericValue,IsNumber,0,0,--
rapidjson::GenericValue,IsInt,0,0,--
rapidjson::GenericValue,IsUint,0,0,--
rapidjson::GenericValue,IsInt64,0,0,--
rapidjson::GenericValue,IsUint64,0,0,--
rapidjson::GenericValue,IsDouble,0,0,--
rapidjson::GenericValue,IsString,0,0,--
rapidjson::GenericValue,IsLosslessDouble,0,2,0.0%
rapidjson::GenericValue,IsFloat,0,0,--
rapidjson::GenericValue,IsLosslessFloat,0,8,0.0%
rapidjson::GenericValue,SetNull,0,0,--
rapidjson::GenericValue,GetBool,0,0,--
rapidjson::GenericValue,SetBool,0,0,--
rapidjson::GenericValue,SetObject,0,0,--
rapidjson::GenericValue,MemberCount,0,0,--
rapidjson::GenericValue,MemberCapacity,0,0,--
rapidjson::GenericValue,ObjectEmpty,0,0,--
rapidjson::GenericValue,operator[],0,0,--
rapidjson::GenericValue,operator[],0,0,--
rapidjson::GenericValue,operator[],0,0,--
rapidjson::GenericValue,operator[],0,0,--
rapidjson::GenericValue,MemberBegin,0,0,--
rapidjson::GenericValue,MemberEnd,0,0,--
rapidjson::GenericValue,MemberBegin,0,0,--
rapidjson::GenericValue,MemberEnd,0,0,--
rapidjson::GenericValue,MemberReserve,0,0,--
rapidjson::GenericValue,HasMember,0,0,--
rapidjson::GenericValue,HasMember,0,0,--
rapidjson::GenericValue,FindMember,0,0,--
rapidjson::GenericValue,FindMember,0,0,--
rapidjson::GenericValue,FindMember,0,0,--
rapidjson::GenericValue,FindMember,0,0,--
rapidjson::GenericValue,AddMember,0,0,--
